Temperature,TDS,TURBIDITY,pH,Target
30.03968146,299.8976432,489.9837565,7.917343026,BAD
29.92776013,17.45753799,426.5073718,8.124123475,GOOD
29.96065476,300.1450011,490.0504324,7.953555413,BAD
30.01145818,299.884991,489.938853,7.927168764,BAD
28.98857215,16.09936926,454.8608025,6.977693324,GOOD
29.88543898,17.40289069,426.6420624,8.313494108,GOOD
30.09742195,300.0215148,490.079415,8.054278653,BAD
29.98305466,300.0079407,489.8372822,8.061975398,BAD
28.92380569,16.12710856,454.9870563,6.982012854,GOOD
29.04619574,15.91653674,455.0275158,7.008716836,GOOD
29.86808837,299.976095,489.8997294,8.001224084,BAD
29.18808459,250.0017958,453.0304063,6.086078211,BAD
29.22661932,250.0943394,453.0531138,5.985663901,BAD
28.98830496,15.84489431,454.8715297,6.898853872,GOOD
30.06336683,17.25358002,426.4801998,8.082215445,GOOD
29.88821612,300.1226522,489.8135832,8.053889086,BAD
29.91678012,17.32528365,426.6179826,7.994188034,GOOD
29.01009736,16.05408803,454.9158435,7.022435598,GOOD
29.25086967,249.9894341,452.9163067,5.970431725,BAD
30.04187835,17.61715421,426.637443,8.09509315,GOOD
29.15372283,16.1247611,454.9543597,7.157303556,GOOD
28.89069235,250.0852777,453.0143163,5.923613818,BAD
30.1141142,17.25648993,426.7288462,8.006176715,GOOD
28.86078471,250.080775,453.0645093,6.043796714,BAD
29.01184346,249.9675114,452.9128906,6.082072356,BAD
29.97877317,300.1119256,489.8429937,8.076953849,BAD
30.0368762,17.28706881,426.3971746,8.119649341,GOOD
29.91274613,17.36470165,426.5151264,8.029369871,GOOD
30.20985983,17.40867708,426.4119546,8.046158814,GOOD
29.07140144,250.0527437,453.0996761,6.049634005,BAD
30.16820329,300.1010819,489.9530717,7.864218292,BAD
29.19216169,250.0289322,452.9264665,5.889912012,BAD
29.11244076,250.1626726,453.1015724,5.967174556,BAD
29.12478935,15.97569365,455.1191208,6.978917236,GOOD
30.15726673,300.1936672,490.0198907,7.963574793,BAD
30.08231005,17.33409431,426.5621418,8.176414944,GOOD
30.0480616,17.17492216,426.6775892,8.062159904,GOOD
28.86464215,250.0869055,452.9458857,6.121126891,BAD
30.01356852,300.1735846,490.0885493,8.105964985,BAD
28.94389185,16.10713916,454.9949167,7.151229725,GOOD
29.14816232,249.9681789,452.7922052,5.808290398,BAD
29.09979426,16.13512241,455.114821,7.110861592,GOOD
29.93854272,17.20966072,426.5804236,7.985691836,GOOD
29.9177643,299.9540546,490.207957,8.069107803,BAD
29.09969703,16.08048005,454.9793385,7.179812171,GOOD
28.87876124,250.0824761,452.9792286,5.949860955,BAD
29.00627126,15.9714274,455.1705376,6.867212017,GOOD
28.8612037,250.0034596,452.8906147,6.002896504,BAD
29.89970045,17.23652205,426.7048324,8.032609364,GOOD
30.00925961,17.53735844,426.6079056,8.139321988,GOOD
30.08706851,300.0576959,490.0896482,7.926257268,BAD
29.00761305,250.065104,452.9941568,5.929653581,BAD
29.09238929,15.83397738,455.0160452,7.075501369,GOOD
30.02856554,300.08276,490.0182593,7.961930823,BAD
29.93130078,17.38292429,426.6126844,8.103188057,GOOD
30.00063292,17.38215436,426.5145012,8.22908383,GOOD
30.05032799,300.048033,490.0889046,8.078376325,BAD
28.95681481,249.9307321,453.1059637,5.939489332,BAD
28.78851023,249.7496243,453.1090954,5.968928366,BAD
30.07586684,300.1445224,489.9039657,8.032939665,BAD
30.10458757,300.2031415,490.0105571,7.963502953,BAD
28.90346613,249.9675154,452.9970765,5.94628912,BAD
28.99749836,15.91498106,455.0799487,7.076101088,GOOD
30.14345714,17.31887151,426.5670051,8.00812239,GOOD
29.00543862,250.008203,453.1398219,5.876159121,BAD
28.96765737,250.0773314,453.1835033,6.084121815,BAD
28.93788096,15.98345285,454.9163296,7.036154188,GOOD
30.12000014,299.9604977,490.0199942,7.964698738,BAD
30.14133651,299.9563008,489.9152066,7.884522657,BAD
29.86950329,17.45197317,426.6127847,8.009394334,GOOD
29.9629621,300.0226721,490.0086983,8.094388041,BAD
29.07059513,250.0432492,453.0160875,5.991740128,BAD
28.97538654,249.9705545,453.0080101,5.996018106,BAD
29.13250612,16.15720725,454.9545991,7.154865298,GOOD
28.96911386,250.0015867,453.1054474,5.95267759,BAD
29.01947542,250.0308993,452.858436,5.972386588,BAD
29.84633505,299.8851376,489.8537427,8.072902564,BAD
30.06294713,300.0731959,490.0877116,8.0455959,BAD
28.95979603,16.07650672,454.9677557,7.038243247,GOOD
28.92935418,16.01345528,455.0699113,7.015082805,GOOD
30.10959604,17.53016418,426.4852818,8.20464945,GOOD
29.12382305,15.9738514,454.8311955,6.922323679,GOOD
30.01489047,299.7770344,489.9430117,7.841324333,BAD
29.12679564,15.96853575,455.18748,7.075220387,GOOD
29.10007948,15.98424493,455.0093695,7.131858494,GOOD
29.89841824,300.0669458,490.0935863,8.020431188,BAD
29.07467419,250.0729327,452.9966331,6.050114068,BAD
28.77679598,16.00006693,455.0331283,6.92614086,GOOD
28.92464414,250.1706193,453.1222451,6.015293233,BAD
28.95191341,250.0679305,452.8782297,6.069387113,BAD
29.03606654,15.95166178,455.0488666,7.00293802,GOOD
29.09556904,250.0840221,452.9153451,6.033048164,BAD
28.99470764,16.10369529,454.8551286,7.128414987,GOOD
30.04856387,300.0033936,489.9863557,8.062786036,BAD
29.01573556,15.90638368,454.992905,7.04025378,GOOD
29.98696327,299.8175193,489.9905927,8.022782402,BAD
29.06706363,16.02355179,454.9014917,7.246738792,GOOD
29.03604923,249.8601204,453.1312533,5.889385297,BAD
29.16433731,16.12121551,454.9904398,7.079329732,GOOD
29.01943865,249.935319,452.906086,6.006236941,BAD
29.82356094,17.28803483,426.6873877,7.975289759,GOOD
28.98912598,250.0096793,452.9047262,5.866330829,BAD
29.94236771,299.9913801,489.8815155,8.194732828,BAD
28.98220527,16.11759556,455.0374907,7.104435711,GOOD
30.02909915,299.9031845,490.0098562,8.021558754,BAD
29.9807797,17.26174045,426.6526768,8.040461415,GOOD
29.05327286,16.02739726,455.2159001,6.980242608,GOOD
28.89679093,16.00876229,454.9010781,6.92728891,GOOD
30.07833087,17.33669572,426.6715316,8.154937363,GOOD
28.97060245,250.0258183,453.0154022,5.947598858,BAD
29.05770182,250.0980421,453.0548687,5.92403676,BAD
29.13617584,249.9905588,452.9582902,6.103008757,BAD
30.0083655,17.51002411,426.5945005,7.852630892,GOOD
30.17542324,300.0025179,490.1131013,7.996089233,BAD
30.02522025,299.9329638,490.0867537,8.090148376,BAD
29.82244807,300.1043569,490.0343515,8.126177414,BAD
29.97379647,299.9629602,489.9421926,7.891167236,BAD
28.80461486,16.16724305,454.9995323,6.988839805,GOOD
29.00986297,16.08835263,455.0163996,6.918595851,GOOD
28.81668526,15.89258625,455.0143356,6.969023088,GOOD
29.95079341,300.084286,490.1432832,7.915404702,BAD
30.00351613,300.1589817,490.020631,8.087364172,BAD
29.81144576,17.48829305,426.6453033,8.010406505,GOOD
29.12640765,250.0038667,453.024743,5.889792041,BAD
30.07334002,17.36932767,426.42912,7.988479647,GOOD
28.87556558,250.0138825,452.873785,5.977224544,BAD
30.09962872,17.33326317,426.506156,8.003671204,GOOD
28.83596501,16.05580406,455.0612011,7.009940067,GOOD
29.2106324,15.93764513,454.9785446,7.005860609,GOOD
28.80164183,15.94282407,455.0753601,6.984787968,GOOD
29.92788373,300.0299645,489.9416275,8.040156696,BAD
29.12885672,16.03179031,455.0150608,7.033272133,GOOD
29.99370827,17.17965928,426.5686594,8.029448762,GOOD
28.90947215,249.9869185,452.9869316,6.049542018,BAD
29.17669888,250.0421903,453.0522406,6.046869387,BAD
29.9386479,17.13826721,426.6707405,7.890800831,GOOD
29.00188067,249.955057,453.0224428,6.076182658,BAD
28.90606888,15.97340993,454.8868291,7.147835584,GOOD
30.12864177,300.0483908,490.1020493,8.059390012,BAD
29.02888093,250.0106762,453.0011207,6.004725786,BAD
30.04307872,17.2729411,426.6282795,8.104735298,GOOD
29.02114867,249.9506038,452.8859234,6.097437437,BAD
28.9858083,15.98640922,455.0680712,7.088664201,GOOD
28.92137938,250.0942238,453.0113686,5.944823074,BAD
28.95732243,249.9889161,453.0414132,6.037485721,BAD
30.00632747,17.31341914,426.5508559,8.00731221,GOOD
29.97689345,300.0908763,490.1024371,8.036721681,BAD
28.9161383,16.02114141,454.9968026,6.941788604,GOOD
30.11193506,300.0417014,490.0638787,7.873852059,BAD
30.04570101,300.1083317,489.8486376,7.980649213,BAD
30.06177647,17.36235806,426.6082029,7.881429999,GOOD
28.99143247,250.0026707,453.0973785,6.156389687,BAD
28.88685166,250.0697951,453.0596696,5.946047114,BAD
29.02991755,16.07212071,454.8557951,7.048926537,GOOD
29.74135571,299.9457534,489.9215969,7.883109045,BAD
28.94021428,249.9639626,453.0937727,5.908512451,BAD
29.2117056,250.1181188,453.0755226,5.982780906,BAD
28.82646558,15.92488062,455.1044188,7.026052957,GOOD
29.89932787,299.9093834,489.9522638,8.095377294,BAD
29.97251542,17.20234919,426.568992,8.092745403,GOOD
28.89479056,15.90331611,455.1894842,6.879235079,GOOD
28.98018535,15.89937309,454.9219241,7.054751426,GOOD
30.0805704,17.40352315,426.5985515,7.975976393,GOOD
29.03254372,15.93071454,455.1380266,7.199087594,GOOD
29.02156812,15.86409628,455.1341945,6.959373921,GOOD
30.12061401,17.31243494,426.6256412,8.04041315,GOOD
29.14078481,15.99770276,455.1247088,6.993344027,GOOD
30.05122193,300.0688798,490.0726942,8.053301875,BAD
29.0848738,250.0856444,452.7863774,6.053784677,BAD
28.93358512,15.89601747,454.8332738,7.027772638,GOOD
30.17098433,300.0760299,490.0384801,7.905933726,BAD
30.1296436,17.44514173,426.5971269,8.06807562,GOOD
30.11642542,300.1135421,490.0956405,8.016683452,BAD
28.79983163,16.01358255,454.904235,7.195625878,GOOD
30.00125677,17.43507234,426.6634387,7.919300333,GOOD
29.85781325,17.27023764,426.6805513,8.117179102,GOOD
30.14088538,300.144931,489.8857974,7.98369857,BAD
30.01786895,17.38481282,426.6626343,8.108856233,GOOD
29.22929953,16.03392404,454.8868053,7.117262418,GOOD
29.95780426,17.25796866,426.7361073,7.958486391,GOOD
28.88152447,15.89723601,455.011044,7.034923645,GOOD
30.13573,300.0515254,490.0525514,7.99681551,BAD
30.1155881,299.9212574,490.1041509,8.141916153,BAD
28.90318936,16.05207633,454.8442778,7.07986513,GOOD
30.08217011,299.8610356,489.9842551,8.092852786,BAD
30.02942893,17.21422869,426.5045937,7.981107543,GOOD
28.868697,250.0218385,453.0506197,5.952794826,BAD
29.97024212,299.9629149,489.9433088,8.203268797,BAD
29.09067161,15.97422254,455.1262885,7.021768812,GOOD
29.16320661,249.9562647,453.0553851,5.963659481,BAD
29.9419023,300.045976,490.1047245,8.022896517,BAD
29.91761315,299.9886936,490.1055207,7.993126196,BAD
30.11621729,299.7794258,489.9640124,8.138872444,BAD
29.12942134,16.10124081,454.9498381,6.916808836,GOOD
28.91315718,15.94948492,455.053397,7.0283262,GOOD
30.06398463,17.34259782,426.4953216,8.133233473,GOOD
28.90191931,250.0236128,452.9425453,6.066058089,BAD
29.97380976,17.52543197,426.6615831,7.958128348,GOOD
29.02406946,15.88724948,454.8636229,7.059751441,GOOD
29.96224601,299.8801095,489.976879,8.061772404,BAD
30.07668228,300.086873,490.0893623,7.996046479,BAD
28.89048265,249.9033983,452.8578197,6.165604269,BAD
28.98244082,15.86422741,454.9049975,7.132609576,GOOD
30.01052554,17.3672063,426.5149286,8.208745712,GOOD
30.14691337,17.37583297,426.7605311,8.098049051,GOOD
29.95262315,300.016531,490.1499367,7.968168019,BAD
30.17240276,17.39171123,426.3894154,7.992106612,GOOD
29.06434995,249.8450751,452.9352209,5.915901244,BAD
29.74717185,300.0732125,490.0527197,8.022783204,BAD
29.90506242,17.31334644,426.6891452,8.117824957,GOOD
30.06972831,299.7567217,490.0943568,7.824753153,BAD
29.04545379,16.02942934,454.9811209,6.995621335,GOOD
30.19273996,17.41741543,426.6793918,8.113684964,GOOD
29.94539412,17.35316001,426.4920742,8.025030941,GOOD
29.21246812,250.1505335,453.0940052,5.94590514,BAD
30.01823429,300.202581,490.0371278,7.950365891,BAD
30.03058815,300.0807489,490.0042886,8.041148443,BAD
29.06210799,16.07624512,455.0837336,7.011654572,GOOD
29.07421099,249.9540609,453.1492259,5.807185843,BAD
28.98027971,250.0056925,453.2348415,5.983010659,BAD
29.84537779,299.87951,489.9616366,8.239576138,BAD
29.96229631,17.29309785,426.641946,8.033537759,GOOD
29.93747859,17.28324758,426.7256589,8.142131512,GOOD
28.98938036,249.9841622,453.0558945,6.119702584,BAD
30.09659978,300.0287057,489.9661654,8.045526287,BAD
30.05537483,300.0143049,490.1033856,8.092790158,BAD
28.90355259,250.054076,452.9740128,6.013569134,BAD
30.15473612,17.43020243,426.7417723,8.099316379,GOOD
28.99430543,249.9521711,453.1097123,6.027175356,BAD
29.0008933,250.0279606,452.9635715,6.100409333,BAD
29.91427255,300.0275031,490.0263025,8.027194142,BAD
29.18663518,16.06523775,455.278105,7.043720188,GOOD
30.14156504,17.41326159,426.7489647,8.213421699,GOOD
28.95408416,15.91098508,455.1067668,6.749766747,GOOD
29.97599763,300.0285655,489.9750833,8.049922578,BAD
29.06436999,250.0284161,452.909989,6.030385128,BAD
29.81326548,17.17343987,426.7153084,7.981286153,GOOD
29.06540617,16.03125932,455.0404217,6.999666306,GOOD
29.90268045,300.0118689,490.0780989,7.952092016,BAD
29.06474542,250.0234104,452.8778841,5.971749535,BAD
29.92692006,299.9643486,490.0549235,8.053938028,BAD
30.07999492,300.0154237,489.9336692,8.013374966,BAD
29.08120035,16.00420362,454.9630129,7.026319671,GOOD
28.88718906,16.0238368,455.0440381,6.961190783,GOOD
30.16192332,17.41968411,426.7599642,8.086746398,GOOD
29.02101461,15.87948861,454.8150678,7.099025522,GOOD
30.00447799,299.8041337,490.1048745,7.975378584,BAD
29.01082938,16.04365574,455.0511651,7.089862592,GOOD
29.88518792,300.04162,489.9573286,8.130774008,BAD
29.92016433,299.9143166,489.8982615,7.996593473,BAD
28.94103269,16.0247883,455.0121041,7.041825909,GOOD
29.89369477,17.3880531,426.6352771,7.994527771,GOOD
30.05613594,300.0425386,490.1148766,7.944769491,BAD
29.00589409,249.9419151,452.9694659,6.054957215,BAD
29.11508454,250.1101334,452.9451928,5.992184944,BAD
28.98568452,15.91349231,454.8973206,7.170942025,GOOD
29.89510453,299.8696727,489.8928936,7.829961447,BAD
29.10789109,16.13400656,454.9695508,6.877901352,GOOD
29.00916064,15.97221628,454.9551369,7.045712091,GOOD
29.07363893,250.0911977,453.1187424,5.898119954,BAD
29.05802101,250.0050209,453.0722557,5.876281653,BAD
30.01226811,17.39493621,426.6798199,8.180802715,GOOD
30.16566098,300.0160757,489.9307752,8.11136289,BAD
30.05063798,17.40095537,426.5642595,8.167027098,GOOD
29.05634256,16.06068638,454.9080208,6.992405599,GOOD
28.97314787,15.99851416,455.0745324,6.825883462,GOOD
29.91858875,299.9190322,490.1226044,8.073789582,BAD
29.94844574,17.42453079,426.5806705,8.070766931,GOOD
29.03363676,15.94177817,455.1186518,7.050291297,GOOD
28.89911003,16.03200049,454.8686639,7.081108151,GOOD
29.92493042,17.27184339,426.6405584,8.061543465,GOOD
29.09894936,250.0161489,452.9192191,6.138838111,BAD
29.14076262,15.88802464,455.0911984,7.095107867,GOOD
29.06224333,250.1460237,452.9097059,5.90257629,BAD
29.81531598,300.1293039,490.1048317,7.858787278,BAD
28.94785938,250.1286757,453.0401071,5.956183089,BAD
28.89100094,249.9560992,453.222068,6.045904534,BAD
29.887004,299.926105,489.8471608,8.147298914,BAD
30.00650519,299.9862298,489.9471661,8.134232085,BAD
28.97907147,15.99241406,455.0402627,7.159767698,GOOD
29.02485215,16.06166797,455.1127981,6.932421675,GOOD
29.90970476,17.47698553,426.6249205,8.057268368,GOOD
29.04549556,15.96636463,455.0708988,7.049658968,GOOD
30.06758542,300.0313994,489.914592,7.960233109,BAD
29.12271185,15.75402097,455.0486637,7.040824278,GOOD
29.93192372,17.4855502,426.7672085,8.224290496,GOOD
29.01293921,249.9861381,453.0841386,5.790849814,BAD
28.95971403,15.86843971,455.0136426,7.052750976,GOOD
28.97427553,15.98098663,455.1299869,6.936047922,GOOD
29.00162509,16.1056534,454.9123508,7.042380202,GOOD
30.10483276,299.984339,490.2261001,7.9714929,BAD
28.99764204,249.8080969,452.9835281,5.946327072,BAD
29.92890172,299.9596754,490.1020051,8.169431172,BAD
29.05306958,16.09042832,455.0801289,7.10598413,GOOD
29.08985249,249.9380047,453.1232202,5.992226746,BAD
28.87224206,16.05951666,455.0161997,7.058767364,GOOD
29.94655866,300.1731736,489.9285093,7.899991608,BAD
29.0566042,15.87313337,454.9416099,7.022100762,GOOD
30.11574613,17.37679946,426.5506993,8.044537434,GOOD
29.02674422,16.17990645,454.9567168,7.111049233,GOOD
30.05767218,17.31876562,426.5130087,8.218849032,GOOD
29.12871631,15.89005322,454.8915356,7.055719077,GOOD
28.92918803,16.08570835,454.8223287,6.935919228,GOOD
30.03591793,299.9884878,490.031976,8.156672151,BAD
29.89278065,299.8878866,489.9339745,7.893176405,BAD
29.10704302,15.98643322,454.7568857,7.058786995,GOOD
28.92291398,250.0025949,453.2013227,5.925494217,BAD
29.01937287,15.99239783,455.0158583,7.118203423,GOOD
29.01781236,16.10179396,454.9047658,6.996250703,GOOD
29.15070685,15.88039463,454.9924528,7.178702361,GOOD
28.78982768,250.2414295,453.224208,6.062715928,BAD
29.05158777,16.06140463,455.057421,6.977519501,GOOD
28.95892929,249.9905303,452.9800688,6.100133938,BAD
29.0130767,249.9268901,453.0831099,6.11840568,BAD
29.98497392,17.33538722,426.5116099,7.940075575,GOOD
29.23664744,250.0641712,452.7714903,5.926155828,BAD
29.88428785,17.38690018,426.601835,7.990908101,GOOD
29.12693311,249.9526989,452.9092026,5.93071436,BAD
30.19370189,17.4101444,426.661538,8.169967321,GOOD
30.10717147,299.9417376,490.0449037,8.040586094,BAD
29.15272764,250.1194531,453.0841761,5.903416599,BAD
30.06900245,299.9106277,489.9995442,7.965994818,BAD
28.91774746,16.13358653,455.0911937,7.120124845,GOOD
30.01252026,300.0266287,489.9907452,7.95882249,BAD
28.78556125,249.9037929,452.9626779,5.877265687,BAD
29.19012636,250.1241603,452.9376159,5.966243557,BAD
28.82767103,249.9451669,453.2337694,6.048759496,BAD
30.06766669,17.40366456,426.6226992,7.892916189,GOOD
29.89767868,299.9502585,490.0348249,8.060104216,BAD
28.99157436,250.1716583,452.8685666,5.904014969,BAD
30.1624882,299.8241459,490.055338,8.084897619,BAD
29.11618028,15.80351378,454.99878,7.142743717,GOOD
30.0211097,299.9507153,490.2067758,8.005943438,BAD
28.77101608,16.11273997,455.2072059,7.055014999,GOOD
29.0473392,15.86814475,455.2784071,7.219991391,GOOD
28.87717151,15.82889588,455.0701382,6.983584306,GOOD
29.82467408,17.35532307,426.479635,8.083752223,GOOD
28.98081934,250.0057503,453.0822355,5.981948152,BAD
29.01969036,249.9651108,452.9081784,6.07507744,BAD
29.01382028,16.10964685,454.8797967,7.12501805,GOOD
29.11823164,15.95188238,454.9549247,6.999653374,GOOD
28.94564465,16.00927122,455.0610972,6.939322238,GOOD
29.93738915,17.34085014,426.5453778,8.144426998,GOOD
29.98545377,17.44100431,426.6171551,8.024879234,GOOD
29.86110107,17.36868493,426.4909343,8.000684223,GOOD
30.02503841,300.0341879,490.0055794,7.985001462,BAD
28.87916354,16.10670256,455.117872,6.958109548,GOOD
30.08693131,17.31959199,426.438492,8.095380266,GOOD
30.06797195,300.0528318,489.9478835,7.996902364,BAD
29.09454515,250.0081775,452.9794788,6.130099609,BAD
29.03740365,15.78254851,454.9600517,7.098566664,GOOD
28.98660128,15.89436501,455.0129434,7.044292597,GOOD
29.91118102,300.0316847,490.1595376,7.819329718,BAD
29.90818188,299.8852224,489.9394639,7.998810302,BAD
29.18861822,249.9505862,452.963448,6.10903654,BAD
30.05943676,17.22226142,426.5095202,8.009377752,GOOD
30.07293889,299.9751542,489.9062049,8.139725977,BAD
30.08158927,300.1085865,489.8419099,8.018523356,BAD
29.1688123,16.20740193,454.9688355,6.998080616,GOOD
29.9354017,299.9650622,490.2316295,8.014884241,BAD
29.04037423,15.95402326,454.9229908,7.07726008,GOOD
29.17821201,249.9431927,452.983237,6.084132779,BAD
29.0966215,249.9832436,452.9642234,6.019353044,BAD
29.9056907,17.36940509,426.8016831,8.139007768,GOOD
28.88084891,249.8860277,452.8278813,6.061377418,BAD
29.07682567,250.0791965,452.9952751,6.117839245,BAD
29.10687282,250.0434685,453.1079849,6.212939341,BAD
28.88126711,16.03174612,454.8252378,6.842974178,GOOD
29.03489911,16.05444025,454.9927345,7.006031038,GOOD
29.9543825,17.35175735,426.568945,8.163303147,GOOD
29.03427054,15.99471816,455.0542173,7.115520193,GOOD
29.10299782,16.06106749,455.0827838,6.920247956,GOOD
29.13015041,249.8795382,453.0822614,6.001821584,BAD
29.93542827,299.9281903,489.8921114,8.091328197,BAD
30.02198132,300.082306,489.9637133,8.03007221,BAD
28.98364369,250.0246376,452.9647272,6.159278134,BAD
29.94629722,300.0667939,490.0433718,7.841281352,BAD
29.10539973,250.0117253,453.1998003,5.976738332,BAD
28.88757705,16.04149332,455.241984,6.851438899,GOOD
30.01286391,299.9747693,490.1488946,8.214401811,BAD
29.9614724,299.9582929,489.8563158,8.099640872,BAD
30.03222528,299.9759963,489.8954977,7.937398744,BAD
28.88423757,249.982089,453.0190959,5.972070518,BAD
30.02437676,17.49564124,426.5607133,8.086668294,GOOD
28.96181621,249.8657047,453.0738992,6.071850037,BAD
29.12852324,16.08442482,454.9023843,6.867257152,GOOD
30.08091258,17.24697995,426.7908574,7.929792385,GOOD
28.96692733,249.9991447,452.9299057,5.827646099,BAD
29.0615114,15.90505462,454.951087,7.1080479,GOOD
30.03482024,299.9571247,490.1754943,8.122009373,BAD
29.94431771,17.50777336,426.5440955,8.082936079,GOOD
29.86616242,17.4542819,426.5396681,8.128037722,GOOD
29.969928,17.37050255,426.6544044,8.062108137,GOOD
30.05109531,300.0015212,490.1920341,8.026262784,BAD
29.93539492,17.37066437,426.6023045,7.924288668,GOOD
30.07916049,300.1755993,490.035971,8.147519596,BAD
28.93415488,249.9508736,453.1159827,6.089145698,BAD
30.01734599,17.29327265,426.5985051,8.071404323,GOOD
30.026193,300.0717826,489.9103891,7.881800229,BAD
29.89029576,17.46385785,426.4416539,8.102692712,GOOD
28.93326128,250.0386261,452.8990232,6.015938338,BAD
29.07535638,15.9716746,455.2501981,7.041074217,GOOD
28.74480191,16.05748138,455.0537414,7.040579306,GOOD
30.06596012,17.55121875,426.6430494,8.099723567,GOOD
29.03681075,250.0025688,452.970924,6.122015165,BAD
29.07477172,16.00582433,455.0183534,6.976321892,GOOD
29.00205742,15.77064577,454.88597,7.067701253,GOOD
29.94751824,299.9496039,490.1308301,7.960911516,BAD
30.13634922,17.48362967,426.5903962,8.176770665,GOOD
29.86598139,299.9380096,489.8871744,8.130379566,BAD
30.00365127,17.43842805,426.5337317,8.213237446,GOOD
28.90733208,249.9512193,453.0564954,5.903592023,BAD
29.83021779,17.25468482,426.7136653,8.228579517,GOOD
30.17877467,300.0461307,490.2354953,7.954054463,BAD
30.03673055,300.0636426,489.8335417,7.841104428,BAD
28.81943262,249.9847416,452.9955731,6.050736105,BAD
30.08377946,299.9943435,490.0917786,8.059145932,BAD
29.13954252,250.0156033,453.1292284,6.035186018,BAD
29.05436231,16.00334255,455.1360182,7.032591113,GOOD
29.93356602,300.1026243,490.1052379,7.946002972,BAD
30.11137209,17.58089558,426.5387211,8.173804988,GOOD
30.01528548,299.9400708,489.9565809,7.891909839,BAD
28.9943694,15.81670025,454.9272872,7.101138435,GOOD
29.15265787,249.9005183,453.0665263,6.03229783,BAD
29.14178236,15.96413682,455.0023877,7.039828194,GOOD
29.13278099,15.98767161,455.0564925,7.038709144,GOOD
30.07734241,299.9402745,490.1452761,7.980518921,BAD
28.94607194,15.8360187,455.0733085,6.931450523,GOOD
28.83032046,16.05957103,454.9889909,7.23317867,GOOD
28.91120423,249.8761073,453.1130294,6.035198357,BAD
30.01740971,299.9661297,489.9830046,7.932017356,BAD
29.01735154,249.9294111,452.8939287,6.05392747,BAD
29.91011019,300.0163386,489.9866489,7.997929758,BAD
30.16463503,17.28052322,426.5928509,8.103677089,GOOD
29.07826898,16.15224222,454.9120022,6.987798885,GOOD
29.01339489,15.97199344,455.1456774,7.090372918,GOOD
29.99170405,300.0181866,490.0214604,7.799926051,BAD
29.96175551,17.54327195,426.5982962,8.175181979,GOOD
29.95936439,17.30781122,426.576439,8.103889763,GOOD
28.96310653,249.9063542,452.9758998,6.043545271,BAD
28.93253783,250.1187085,452.9275272,5.877790774,BAD
29.95356345,17.38957399,426.6339726,8.143272868,GOOD
30.07908352,17.29484314,426.5756914,8.015112939,GOOD
30.05532174,17.31555321,426.5290079,7.940393845,GOOD
30.00112324,17.43989344,426.4798465,8.045352199,GOOD
28.93497455,15.81786607,455.1360067,7.132218367,GOOD
29.86444123,17.41552128,426.6226197,8.049554455,GOOD
30.28252435,299.9780622,489.9877137,8.069691139,BAD
29.81258025,17.22775504,426.791469,7.96681516,GOOD
29.16161992,16.00946437,454.8375063,7.054186316,GOOD
30.14324456,300.078562,490.1958146,8.060681605,BAD
29.11487922,249.9694728,452.7764582,6.106563109,BAD
28.91202277,250.050077,452.9856607,5.88663059,BAD
29.87117753,299.935943,490.0117841,7.941180502,BAD
28.83448432,250.1953818,452.8806979,5.938308192,BAD
30.01712176,299.9825665,490.0145181,8.035828563,BAD
